2024-05-06 03:49:46,838,ON
2024-05-06 03:49:47,861,ON
2024-05-06 03:49:48,1202,ON
2024-05-06 03:49:49,1133,ON
2024-05-06 03:49:50,1192,ON
2024-05-06 03:49:51,1073,ON
2024-05-06 03:50:40,0,ON
2024-05-06 03:51:27,590,ON
2024-05-06 03:51:27,794,ON
2024-05-06 03:51:29,1114,ON
2024-05-06 03:51:29,1026,ON
2024-05-06 03:51:31,1045,ON
2024-05-06 03:51:31,1121,ON
2024-05-06 03:51:33,1082,ON
2024-05-06 03:51:33,1016,ON
2024-05-06 03:51:35,1046,ON
2024-05-06 03:51:35,1042,ON
2024-05-06 03:51:37,1052,ON
2024-05-06 03:51:37,1123,ON
2024-05-06 03:51:39,1085,ON
2024-05-06 03:51:39,1031,ON
2024-05-06 03:51:41,985,ON
2024-05-06 03:51:41,1030,ON
2024-05-06 03:51:43,1144,ON
2024-05-06 03:51:43,1112,ON
2024-05-06 03:51:45,1166,ON
2024-05-06 03:51:45,1029,ON
2024-05-06 03:51:47,1160,ON
2024-05-06 03:51:47,1211,ON
2024-05-06 03:51:49,1287,ON
2024-05-06 03:51:49,1158,ON
2024-05-06 03:51:51,1183,ON
2024-05-06 03:51:51,1072,ON
2024-05-06 03:51:53,1135,ON
2024-05-06 03:51:53,1168,ON
2024-05-06 03:51:55,1055,ON
2024-05-06 03:51:55,1117,ON
2024-05-06 03:51:57,1064,ON
2024-05-06 03:51:57,1130,ON
2024-05-06 03:51:59,1055,ON
2024-05-06 03:51:59,989,ON
2024-05-06 03:52:01,1021,ON
2024-05-06 03:52:01,991,ON
2024-05-06 03:52:03,1033,ON
2024-05-06 03:52:03,1054,ON
2024-05-06 03:52:05,1108,ON
2024-05-06 03:52:05,989,ON
2024-05-06 03:52:07,1074,ON
2024-05-06 03:52:07,1075,ON
2024-05-06 03:52:09,1085,ON
2024-05-06 03:52:09,1023,ON
2024-05-06 03:52:11,1233,ON
2024-05-06 03:52:11,1063,ON
2024-05-06 03:52:13,1598,ON
2024-05-06 03:52:13,2264,ON
2024-05-06 03:52:15,1717,ON
2024-05-06 03:52:15,1123,ON
2024-05-06 03:52:17,1039,ON
2024-05-06 03:52:17,1049,ON
2024-05-06 03:52:19,1045,ON
2024-05-06 03:52:19,1099,ON
2024-05-06 03:52:21,1068,ON
2024-05-06 03:52:21,1058,ON
2024-05-06 03:52:23,1108,ON
2024-05-06 03:52:23,1186,ON
2024-05-06 03:52:25,1028,ON
2024-05-06 03:52:25,1109,ON
2024-05-06 03:52:27,1142,ON
2024-05-06 03:52:27,1192,ON
2024-05-06 03:52:29,1117,ON
2024-05-06 03:52:29,1134,ON
2024-05-06 03:52:31,1016,ON
2024-05-06 03:52:31,1033,ON
2024-05-06 03:52:33,1269,ON
2024-05-06 03:52:33,1311,ON
2024-05-06 03:52:35,1076,ON
2024-05-06 03:52:35,1081,ON
2024-05-06 03:52:37,1022,ON
2024-05-06 03:52:37,1172,ON
2024-05-06 03:52:39,1144,ON
2024-05-06 03:52:39,1049,ON
2024-05-06 03:52:41,1156,ON
2024-05-06 03:52:41,1114,ON
2024-05-06 03:52:43,1128,ON
2024-05-06 03:53:15,0,ON
2024-05-06 03:53:27,827,ON
2024-05-06 03:53:27,1279,ON
2024-05-06 03:53:29,1124,ON
2024-05-06 03:53:29,1002,ON
2024-05-06 03:53:31,1172,ON
2024-05-06 03:53:31,1004,ON
2024-05-06 03:53:33,1062,ON
2024-05-06 03:53:33,1093,ON
2024-05-06 03:54:06,0,ON
2024-05-06 03:54:10,0,ON
2024-05-06 03:54:11,1007,ON
2024-05-06 03:54:12,1210,ON
2024-05-06 03:54:13,1070,ON
2024-05-06 03:54:14,1068,ON
2024-05-06 03:54:15,1010,ON
2024-05-06 03:54:16,1013,ON
2024-05-06 03:54:17,1143,ON
2024-05-06 03:54:18,1059,ON
2024-05-06 03:54:19,1199,ON
2024-05-06 03:54:20,1175,ON
2024-05-06 03:54:21,1011,ON
2024-05-06 03:54:22,1234,ON
2024-05-06 03:54:23,1129,ON
2024-05-06 03:54:24,1037,ON
2024-05-06 03:55:04,908,ON
2024-05-06 03:55:32,0,ON
2024-05-06 03:55:32,908,ON
2024-05-06 03:55:34,1486,ON
2024-05-06 03:55:34,2257,ON
2024-05-06 03:55:36,34001,ON
2024-05-06 03:55:38,34001,ON
2024-05-06 03:55:40,34001,ON
2024-05-06 03:55:42,34001,ON
2024-05-06 03:56:02,1031,ON
2024-05-06 03:56:03,1149,ON
2024-05-06 03:56:04,1262,ON
2024-05-06 03:56:05,1208,ON
2024-05-06 03:56:06,1233,ON
2024-05-06 03:56:07,1224,ON
2024-05-06 03:56:08,1056,ON
2024-05-06 03:56:09,1056,ON
2024-05-06 03:56:10,1447,ON
2024-05-06 03:56:11,2291,ON
2024-05-06 03:56:12,1099,ON
2024-05-06 03:56:13,1027,ON
2024-05-06 03:56:14,1442,ON
2024-05-06 03:56:15,1213,ON
2024-05-06 03:56:16,1428,ON
2024-05-06 03:56:17,1226,ON
2024-05-06 03:56:18,1137,ON
2024-05-06 03:56:19,1091,ON
2024-05-06 03:56:20,1262,ON
2024-05-06 03:56:21,1221,ON
2024-05-06 03:56:22,1079,ON
